日付,始値,高値,安値,終値,出来高,売買代金
2007-10-25,418.00,419.00,406.00,408.00,12546000,5168504000
2007-10-24,420.00,429.00,419.00,420.00,13687000,5797067000
2007-10-23,415.00,419.00,411.00,415.00,7767000,3223376000
2007-10-22,403.00,413.00,402.00,409.00,18876000,7699603000
2007-10-19,432.00,434.00,421.00,422.00,12878000,5488814000
2007-10-18,432.00,442.00,431.00,438.00,13397000,5852793000
2007-10-17,442.00,443.00,423.00,430.00,30875000,13396220000
2007-10-16,453.00,458.00,449.00,449.00,19134000,8668929000
2007-10-15,450.00,454.00,448.00,451.00,9390000,4232429000
2007-10-12,451.00,453.00,445.00,448.00,10194000,4575112000
2007-10-11,444.00,453.00,441.00,452.00,14343000,6419063000
2007-10-10,445.00,446.00,440.00,443.00,7527000,3333613000
2007-10-09,444.00,447.00,440.00,441.00,8624000,3817448000
2007-10-05,445.00,445.00,440.00,442.00,9124000,4040214000
2007-10-04,441.00,445.00,439.00,445.00,14374000,6363642000
2007-10-03,433.00,443.00,432.00,442.00,20499000,8985165000
2007-10-02,434.00,437.00,431.00,432.00,15473000,6704519000
2007-10-01,427.00,430.00,422.00,426.00,7266000,3099422000
2007-09-28,434.00,435.00,426.00,429.00,10083000,4335955000
2007-09-27,428.00,432.00,427.00,430.00,13336000,5729682000
2007-09-26,422.00,423.00,417.00,423.00,11169000,4696841000
2007-09-25,419.00,424.00,412.00,422.00,16876000,7075911000
2007-09-21,413.00,421.00,413.00,420.00,25726000,10751087000
2007-09-20,409.00,415.00,409.00,413.00,26291000,10830421000
2007-09-19,394.00,403.00,390.00,403.00,14957000,5941652000
2007-09-18,380.00,383.00,377.00,379.00,14250000,5418394000
2007-09-14,384.00,389.00,383.00,389.00,22109000,8522878000
2007-09-13,394.00,395.00,382.00,382.00,17907000,6960253000
2007-09-12,402.00,405.00,389.00,392.00,11829000,4700975000
2007-09-11,395.00,402.00,386.00,397.00,13468000,5318013000
2007-09-10,395.00,397.00,389.00,394.00,13766000,5415073000
2007-09-07,406.00,410.00,401.00,405.00,10412000,4221319000
2007-09-06,410.00,413.00,402.00,413.00,19141000,7827879000
2007-09-05,423.00,426.00,409.00,409.00,11572000,4821908000
2007-09-04,423.00,427.00,417.00,418.00,9991000,4221557000
2007-09-03,427.00,435.00,422.00,425.00,19046000,8147255000
2007-08-31,409.00,422.00,406.00,422.00,13185000,5494634000
2007-08-30,410.00,412.00,405.00,408.00,10404000,4251703000
2007-08-29,396.00,405.00,395.00,405.00,13976000,5613034000
2007-08-28,412.00,416.00,410.00,415.00,6685000,2764559000
2007-08-27,423.00,425.00,414.00,415.00,11368000,4761362000
2007-08-24,414.00,416.00,409.00,414.00,11808000,4868087000
2007-08-23,411.00,417.00,409.00,414.00,17588000,7266474000
2007-08-22,401.00,404.00,392.00,396.00,11512000,4572317000
2007-08-21,384.00,407.00,383.00,401.00,22207000,8842842000
2007-08-20,392.00,398.00,388.00,388.00,17853000,7007731000
2007-08-17,403.00,405.00,371.00,374.00,22769000,8921964000
2007-08-16,419.00,421.00,400.00,412.00,26125000,10673652000
2007-08-15,432.00,436.00,427.00,429.00,17963000,7738524000
2007-08-14,436.00,445.00,436.00,442.00,17916000,7904085000
2007-08-13,432.00,441.00,430.00,434.00,21973000,9565134000
2007-08-10,426.00,428.00,418.00,422.00,24300000,10259002000
2007-08-09,441.00,449.00,435.00,439.00,26700000,11833327000
2007-08-08,448.00,453.00,435.00,437.00,19957000,8814081000
2007-08-07,458.00,460.00,448.00,449.00,11644000,5258149000
2007-08-06,445.00,455.00,443.00,454.00,12013000,5402021000
2007-08-03,456.00,460.00,449.00,453.00,20999000,9544703000
2007-08-02,458.00,464.00,443.00,456.00,28521000,12917309000
2007-08-01,460.00,472.00,453.00,454.00,19912000,9213649000
2007-07-31,485.00,489.00,463.00,465.00,28328000,13512847000
2007-07-30,450.00,480.00,448.00,479.00,33860000,15791694000
2007-07-27,459.00,465.00,454.00,455.00,27960000,12847983000
2007-07-26,488.00,490.00,474.00,474.00,24012000,11606087000
2007-07-25,485.00,494.00,484.00,493.00,33825000,16494070000
2007-07-24,496.00,498.00,487.00,495.00,37953000,18720219000
2007-07-23,493.00,501.00,485.00,501.00,76456000,37895200000
2007-07-20,482.00,497.00,481.00,494.00,80037000,39196053000
2007-07-19,463.00,477.00,462.00,477.00,32281000,15150932000
2007-07-18,463.00,469.00,458.00,459.00,27409000,12702116000
2007-07-17,464.00,466.00,461.00,464.00,16444000,7622453000
2007-07-13,467.00,471.00,462.00,464.00,16731000,7800964000
2007-07-12,469.00,470.00,460.00,462.00,11596000,5393095000
2007-07-11,467.00,469.00,462.00,465.00,18208000,8474290000
2007-07-10,472.00,473.00,468.00,472.00,18083000,8511081000
2007-07-09,473.00,478.00,470.00,473.00,19527000,9261796000
2007-07-06,473.00,474.00,467.00,471.00,12746000,5988000000
2007-07-05,468.00,477.00,468.00,474.00,19404000,9192164000
2007-07-04,468.00,472.00,467.00,468.00,10019000,4706748000
2007-07-03,474.00,477.00,466.00,467.00,22848000,10733341000
2007-07-02,469.00,477.00,465.00,476.00,22136000,10473136000
2007-06-29,464.00,469.00,463.00,468.00,11883000,5538821000
2007-06-28,462.00,464.00,459.00,462.00,15496000,7145686000
2007-06-27,465.00,466.00,458.00,458.00,22241000,10269561000
2007-06-26,477.00,478.00,467.00,469.00,20893000,9849323000
2007-06-25,480.00,482.00,476.00,476.00,19241000,9227136000
2007-06-22,481.00,486.00,478.00,484.00,29795000,14377486000
2007-06-21,472.00,484.00,472.00,484.00,31291000,14985724000
2007-06-20,480.00,482.00,470.00,472.00,26046000,12424709000
2007-06-19,470.00,481.00,466.00,477.00,27993000,13289663000
2007-06-18,476.00,480.00,472.00,473.00,28121000,13375975000
2007-06-15,467.00,472.00,465.00,471.00,65645000,30762854000
2007-06-14,446.00,455.00,444.00,454.00,40340000,18131510000
2007-06-13,433.00,439.00,431.00,437.00,26852000,11676600000
2007-06-12,441.00,445.00,435.00,438.00,22523000,9904495000
2007-06-11,451.00,452.00,439.00,440.00,18753000,8320463000
2007-06-08,448.00,449.00,442.00,446.00,26260000,11702935000
2007-06-07,445.00,452.00,445.00,449.00,23409000,10475967000
2007-06-06,448.00,453.00,445.00,451.00,30096000,13544470000
2007-06-05,455.00,458.00,445.00,448.00,48077000,21667490000
2007-06-04,439.00,459.00,438.00,455.00,73611000,32989477000
2007-06-01,421.00,431.00,419.00,429.00,30244000,12887051000
2007-05-31,423.00,424.00,418.00,418.00,17631000,7418691000
2007-05-30,422.00,427.00,417.00,418.00,22028000,9274596000
2007-05-29,421.00,425.00,418.00,425.00,14506000,6124861000
2007-05-28,420.00,426.00,420.00,424.00,13358000,5650493000
2007-05-25,420.00,424.00,416.00,419.00,28120000,11800807000
2007-05-24,425.00,430.00,422.00,424.00,26402000,11264425000
2007-05-23,442.00,444.00,425.00,426.00,75649000,32933990000
2007-05-22,406.00,407.00,400.00,407.00,22940000,9281805000
2007-05-21,403.00,410.00,399.00,408.00,32684000,13263841000
2007-05-18,418.00,419.00,404.00,407.00,18592000,7594843000
2007-05-17,424.00,426.00,417.00,417.00,17559000,7399890000
2007-05-16,427.00,432.00,418.00,423.00,20920000,8849281000
2007-05-15,442.00,444.00,425.00,429.00,46439000,20121605000
2007-05-14,441.00,446.00,435.00,435.00,28880000,12719415000
2007-05-11,440.00,445.00,432.00,436.00,26876000,11739991000
2007-05-10,446.00,452.00,443.00,444.00,44220000,19748111000
2007-05-09,436.00,440.00,432.00,439.00,46527000,20278107000
2007-05-08,448.00,450.00,437.00,441.00,32939000,14650253000
2007-05-07,440.00,446.00,440.00,446.00,31601000,14000798000
2007-05-02,420.00,438.00,420.00,435.00,31705000,13621030000
2007-05-01,428.00,429.00,414.00,418.00,27376000,11484258000
2007-04-27,430.00,439.00,424.00,425.00,52523000,22616163000
2007-04-26,443.00,461.00,435.00,437.00,48068000,21465880000
2007-04-25,445.00,446.00,437.00,439.00,16665000,7342941000
2007-04-24,452.00,455.00,445.00,447.00,22836000,10251520000
2007-04-23,463.00,466.00,455.00,456.00,19137000,8807320000
2007-04-20,467.00,469.00,459.00,461.00,13484000,6236159000
2007-04-19,469.00,476.00,460.00,463.00,19682000,9206363000
2007-04-18,465.00,473.00,463.00,473.00,23552000,11063690000
2007-04-17,469.00,472.00,462.00,465.00,19819000,9246581000
2007-04-16,468.00,471.00,461.00,467.00,18827000,8783670000
2007-04-13,477.00,477.00,464.00,464.00,18801000,8856951000
2007-04-12,465.00,476.00,464.00,474.00,32248000,15254686000
2007-04-11,469.00,471.00,464.00,464.00,24380000,11386181000
2007-04-10,456.00,468.00,455.00,466.00,34817000,16154160000
2007-04-09,460.00,462.00,455.00,456.00,19444000,8916293000
2007-04-06,456.00,463.00,456.00,458.00,19722000,9034751000
2007-04-05,465.00,467.00,455.00,456.00,21589000,9965678000
2007-04-04,473.00,475.00,463.00,465.00,39885000,18662448000
2007-04-03,457.00,469.00,450.00,467.00,43127000,19960621000
2007-04-02,477.00,479.00,454.00,454.00,31422000,14547621000
2007-03-30,490.00,491.00,474.00,475.00,22888000,10982632000
2007-03-29,476.00,489.00,469.00,483.00,34019000,16288952000
2007-03-28,493.00,496.00,480.00,486.00,24898000,12131146000
2007-03-27,494.00,501.00,492.00,497.00,19911000,9892091000
2007-03-26,498.00,499.00,493.00,496.00,14055000,6960212000
2007-03-23,502.00,507.00,494.00,496.00,32561000,16267476000
2007-03-22,494.00,506.00,490.00,500.00,46075000,23053290000
2007-03-20,498.00,499.00,485.00,486.00,34056000,16727891000
2007-03-19,487.00,496.00,485.00,492.00,34307000,16822011000
2007-03-16,503.00,505.00,490.00,492.00,46489000,23132846000
2007-03-15,491.00,510.00,491.00,506.00,56279000,28216315000
2007-03-14,493.00,498.00,480.00,483.00,56738000,27764994000
2007-03-13,513.00,516.00,507.00,508.00,49914000,25558993000
2007-03-12,517.00,519.00,503.00,517.00,65590000,33652174000
2007-03-09,510.00,517.00,506.00,507.00,75928000,38763451000
2007-03-08,481.00,503.00,478.00,503.00,74866000,36957689000
2007-03-07,496.00,502.00,474.00,477.00,108907000,53734953000
2007-03-06,453.00,482.00,453.00,481.00,80622000,38046503000
2007-03-05,471.00,478.00,445.00,448.00,77543000,36055394000
2007-03-02,475.00,489.00,463.00,481.00,101212000,48393614000
2007-03-01,483.00,486.00,455.00,476.00,97201000,45618219000
2007-02-28,462.00,484.00,462.00,476.00,67715000,31881754000
2007-02-27,517.00,521.00,491.00,497.00,84194000,42654526000
2007-02-26,487.00,506.00,487.00,505.00,67468000,33673578000
2007-02-23,477.00,485.00,470.00,483.00,35648000,17073125000
2007-02-22,480.00,485.00,470.00,474.00,52702000,25232304000
2007-02-21,462.00,474.00,461.00,470.00,73093000,34155258000
2007-02-20,453.00,461.00,447.00,460.00,55930000,25446699000
2007-02-19,443.00,453.00,441.00,451.00,48364000,21711147000
2007-02-16,447.00,451.00,443.00,444.00,28992000,12957959000
2007-02-15,457.00,458.00,446.00,451.00,30215000,13611903000
2007-02-14,457.00,460.00,450.00,456.00,37454000,17068287000
2007-02-13,447.00,459.00,445.00,454.00,38162000,17302614000
2007-02-09,442.00,449.00,440.00,449.00,29021000,12944803000
2007-02-08,446.00,447.00,433.00,439.00,26512000,11673098000
2007-02-07,440.00,449.00,438.00,447.00,37868000,16821685000
2007-02-06,433.00,445.00,433.00,444.00,36501000,16051872000
2007-02-05,440.00,441.00,428.00,432.00,25520000,11119538000
2007-02-02,441.00,445.00,439.00,442.00,39210000,17359023000
2007-02-01,436.00,446.00,430.00,446.00,41105000,17996203000
2007-01-31,432.00,438.00,429.00,436.00,35267000,15263187000
2007-01-30,441.00,447.00,425.00,431.00,54484000,23960285000
2007-01-29,432.00,440.00,428.00,437.00,53264000,23164788000
2007-01-26,421.00,428.00,421.00,428.00,35647000,15140046000
2007-01-25,429.00,430.00,421.00,423.00,48628000,20744718000
2007-01-24,423.00,430.00,421.00,423.00,68938000,29308674000
2007-01-23,405.00,415.00,402.00,413.00,53972000,22095849000
2007-01-22,399.00,404.00,396.00,404.00,26408000,10569715000
2007-01-19,396.00,398.00,393.00,396.00,10076000,3984067000
2007-01-18,395.00,400.00,394.00,396.00,20941000,8321042000
2007-01-17,390.00,394.00,387.00,393.00,21503000,8406809000
2007-01-16,384.00,393.00,382.00,389.00,26434000,10284165000
2007-01-15,383.00,385.00,378.00,385.00,24559000,9377071000
2007-01-12,387.00,388.00,381.00,381.00,21119000,8099956000
2007-01-11,384.00,387.00,380.00,386.00,28244000,10846194000
2007-01-10,394.00,395.00,381.00,382.00,27446000,10593509000
2007-01-09,387.00,397.00,383.00,394.00,24777000,9738273000
2007-01-05,396.00,397.00,383.00,387.00,30310000,11824962000
2007-01-04,410.00,410.00,401.00,401.00,14055000,5700302000
