日付,始値,高値,安値,終値,出来高,売買代金
2009-06-23,174.00,175.00,172.00,173.00,14896000,2588108000
2009-06-22,185.00,185.00,180.00,181.00,12487000,2271864000
2009-06-19,186.00,191.00,183.00,183.00,15043000,2796086000
2009-06-18,188.00,189.00,178.00,179.00,14084000,2548693000
2009-06-17,186.00,192.00,186.00,189.00,11315000,2143249000
2009-06-16,193.00,194.00,187.00,188.00,12648000,2401479000
2009-06-15,200.00,204.00,199.00,201.00,16989000,3422676000
2009-06-12,199.00,202.00,196.00,198.00,21984000,4367885000
2009-06-11,187.00,196.00,186.00,195.00,34479000,6598310000
2009-06-10,178.00,184.00,176.00,184.00,15685000,2843243000
2009-06-09,178.00,179.00,175.00,175.00,8603000,1518853000
2009-06-08,181.00,182.00,178.00,179.00,6109000,1100222000
2009-06-05,179.00,180.00,178.00,179.00,8610000,1542636000
2009-06-04,173.00,178.00,173.00,175.00,11181000,1971480000
2009-06-03,177.00,179.00,175.00,175.00,9124000,1608307000
2009-06-02,181.00,183.00,175.00,176.00,23528000,4235600000
2009-06-01,167.00,176.00,166.00,176.00,18820000,3254650000
2009-05-29,167.00,170.00,165.00,165.00,22188000,3707802000
2009-05-28,162.00,166.00,162.00,164.00,8482000,1390474000
2009-05-27,167.00,168.00,165.00,166.00,10592000,1761017000
2009-05-26,167.00,168.00,163.00,163.00,6513000,1072418000
2009-05-25,163.00,169.00,161.00,166.00,15099000,2511109000
2009-05-22,160.00,162.00,159.00,159.00,7852000,1255889000
2009-05-21,164.00,164.00,161.00,162.00,11577000,1879921000
2009-05-20,165.00,168.00,164.00,165.00,14325000,2373558000
2009-05-19,162.00,163.00,160.00,163.00,11228000,1813250000
2009-05-18,161.00,162.00,155.00,155.00,12907000,2029718000
2009-05-15,162.00,165.00,161.00,165.00,6141000,1004983000
2009-05-14,166.00,167.00,160.00,160.00,12043000,1953945000
2009-05-13,171.00,172.00,168.00,168.00,10024000,1694686000
2009-05-12,168.00,172.00,168.00,170.00,7288000,1242191000
2009-05-11,175.00,176.00,171.00,172.00,10055000,1740996000
2009-05-08,173.00,174.00,170.00,173.00,11115000,1915016000
2009-05-07,177.00,178.00,172.00,174.00,14281000,2495163000
2009-05-01,160.00,166.00,157.00,166.00,22358000,3643706000
2009-04-30,167.00,170.00,159.00,162.00,23174000,3795809000
2009-04-28,173.00,174.00,162.00,162.00,15756000,2630482000
2009-04-27,175.00,176.00,171.00,172.00,9001000,1557559000
2009-04-24,175.00,176.00,171.00,171.00,14368000,2477997000
2009-04-23,180.00,180.00,171.00,177.00,23275000,4053291000
2009-04-22,186.00,188.00,175.00,179.00,25899000,4676067000
2009-04-21,185.00,188.00,180.00,184.00,35959000,6615446000
2009-04-20,178.00,192.00,178.00,191.00,52762000,9865202000
2009-04-17,171.00,176.00,170.00,175.00,34008000,5878902000
2009-04-16,164.00,169.00,162.00,162.00,19874000,3291379000
2009-04-15,160.00,163.00,158.00,159.00,26417000,4248435000
2009-04-14,161.00,162.00,155.00,159.00,21709000,3440919000
2009-04-13,146.00,160.00,145.00,158.00,25777000,3957686000
2009-04-10,147.00,147.00,143.00,145.00,11751000,1705539000
2009-04-09,138.00,143.00,137.00,142.00,12540000,1763501000
2009-04-08,136.00,138.00,135.00,136.00,15848000,2164324000
2009-04-07,148.00,148.00,143.00,143.00,13497000,1960203000
2009-04-06,145.00,150.00,144.00,149.00,16569000,2442137000
2009-04-03,144.00,147.00,140.00,142.00,17324000,2482282000
2009-04-02,131.00,140.00,129.00,139.00,14767000,2011801000
2009-04-01,127.00,129.00,126.00,127.00,12482000,1591215000
2009-03-31,126.00,132.00,126.00,126.00,12046000,1547128000
2009-03-30,142.00,144.00,131.00,131.00,10095000,1371483000
2009-03-27,138.00,144.00,138.00,142.00,12285000,1739895000
2009-03-26,137.00,139.00,134.00,137.00,9267000,1263401000
2009-03-25,136.00,139.00,135.00,137.00,19119000,2618094000
2009-03-24,135.00,136.00,133.00,133.00,16128000,2165480000
2009-03-23,123.00,128.00,123.00,127.00,11896000,1494371000
2009-03-19,122.00,126.00,121.00,121.00,18434000,2273184000
2009-03-18,121.00,123.00,118.00,120.00,18808000,2268134000
2009-03-17,118.00,121.00,117.00,119.00,13071000,1556766000
2009-03-16,112.00,118.00,112.00,118.00,12475000,1442566000
2009-03-13,114.00,114.00,111.00,113.00,14111000,1597022000
2009-03-12,114.00,115.00,109.00,111.00,13671000,1521477000
2009-03-11,118.00,119.00,115.00,116.00,9540000,1112604000
2009-03-10,113.00,116.00,112.00,114.00,12908000,1472181000
2009-03-09,118.00,119.00,112.00,113.00,13634000,1556498000
2009-03-06,117.00,121.00,114.00,118.00,15259000,1804922000
2009-03-05,119.00,123.00,117.00,119.00,20208000,2434025000
2009-03-04,112.00,117.00,110.00,117.00,14607000,1648510000
2009-03-03,110.00,114.00,109.00,113.00,7100000,792741000
2009-03-02,115.00,116.00,112.00,113.00,8892000,1011753000
2009-02-27,116.00,120.00,115.00,119.00,11345000,1337948000
2009-02-26,114.00,117.00,112.00,114.00,14892000,1709160000
2009-02-25,116.00,117.00,112.00,115.00,11727000,1335253000
2009-02-24,112.00,114.00,111.00,113.00,6472000,731768000
2009-02-23,114.00,117.00,112.00,116.00,8896000,1018549000
2009-02-20,121.00,122.00,117.00,117.00,10185000,1215545000
2009-02-19,122.00,124.00,121.00,122.00,10498000,1285893000
2009-02-18,118.00,122.00,118.00,120.00,9212000,1103305000
2009-02-17,126.00,126.00,119.00,119.00,8478000,1028649000
2009-02-16,122.00,126.00,120.00,125.00,11009000,1356753000
2009-02-13,125.00,127.00,124.00,124.00,12487000,1563718000
2009-02-12,126.00,128.00,124.00,125.00,23497000,2950683000
2009-02-10,136.00,136.00,116.00,117.00,36787000,4592061000
2009-02-09,140.00,141.00,134.00,134.00,10803000,1470915000
2009-02-06,146.00,147.00,135.00,137.00,15325000,2127241000
2009-02-05,140.00,147.00,140.00,143.00,14988000,2155434000
2009-02-04,135.00,143.00,133.00,142.00,16912000,2327821000
2009-02-03,138.00,142.00,133.00,135.00,16863000,2309287000
2009-02-02,134.00,138.00,132.00,137.00,10340000,1398508000
2009-01-30,138.00,138.00,135.00,137.00,11874000,1619432000
2009-01-29,148.00,150.00,139.00,143.00,20958000,3016735000
2009-01-28,146.00,149.00,142.00,147.00,13981000,2037417000
2009-01-27,137.00,148.00,136.00,148.00,16301000,2320341000
2009-01-26,138.00,139.00,133.00,137.00,6351000,863863000
2009-01-23,141.00,141.00,133.00,137.00,10866000,1484010000
2009-01-22,147.00,147.00,140.00,142.00,13046000,1863924000
2009-01-21,146.00,149.00,146.00,146.00,6959000,1025418000
2009-01-20,150.00,151.00,145.00,149.00,7407000,1092025000
2009-01-19,154.00,155.00,151.00,151.00,3613000,552500000
2009-01-16,151.00,152.00,149.00,152.00,7062000,1066611000
2009-01-15,148.00,150.00,145.00,149.00,12097000,1786220000
2009-01-14,155.00,156.00,152.00,153.00,9080000,1399304000
2009-01-13,157.00,158.00,153.00,154.00,10195000,1572229000
2009-01-09,169.00,170.00,165.00,165.00,5443000,909092000
2009-01-08,171.00,175.00,168.00,169.00,8986000,1533051000
2009-01-07,170.00,180.00,169.00,179.00,16305000,2858062000
2009-01-06,170.00,171.00,168.00,168.00,7433000,1259288000
2009-01-05,167.00,170.00,166.00,168.00,8640000,1449816000
