日付,始値,高値,安値,終値,出来高,売買代金
2010-11-01,176.00,177.00,174.00,175.00,11273000,1979694000
2010-10-29,179.00,181.00,173.00,177.00,18005000,3173897000
2010-10-28,180.00,184.00,179.00,182.00,15407000,2794746000
2010-10-27,184.00,184.00,181.00,181.00,9408000,1715971000
2010-10-26,184.00,185.00,183.00,183.00,7074000,1300077000
2010-10-25,183.00,185.00,182.00,183.00,7814000,1433468000
2010-10-22,182.00,185.00,182.00,183.00,15539000,2856647000
2010-10-21,184.00,187.00,182.00,184.00,16258000,3001457000
2010-10-20,182.00,183.00,181.00,182.00,16458000,2997340000
2010-10-19,186.00,188.00,185.00,186.00,12286000,2291718000
2010-10-18,185.00,187.00,183.00,186.00,8557000,1586116000
2010-10-15,185.00,186.00,183.00,185.00,12136000,2242025000
2010-10-14,187.00,191.00,186.00,189.00,14965000,2822329000
2010-10-13,186.00,188.00,182.00,185.00,14677000,2718488000
2010-10-12,193.00,194.00,185.00,185.00,9982000,1871362000
2010-10-08,192.00,195.00,190.00,192.00,10933000,2105584000
2010-10-07,194.00,197.00,193.00,194.00,11544000,2249021000
2010-10-06,197.00,199.00,193.00,196.00,15065000,2946607000
2010-10-05,195.00,196.00,190.00,195.00,13942000,2691575000
2010-10-04,194.00,196.00,192.00,195.00,9729000,1886146000
2010-10-01,197.00,198.00,194.00,195.00,10372000,2031616000
2010-09-30,202.00,203.00,195.00,196.00,10757000,2144732000
2010-09-29,199.00,203.00,199.00,201.00,15915000,3194458000
2010-09-28,196.00,199.00,195.00,197.00,5970000,1177699000
2010-09-27,196.00,196.00,194.00,196.00,5697000,1111632000
2010-09-24,192.00,196.00,191.00,193.00,14188000,2744225000
2010-09-22,194.00,195.00,192.00,193.00,6566000,1271786000
2010-09-21,198.00,199.00,194.00,194.00,8263000,1622786000
2010-09-17,194.00,199.00,193.00,197.00,13194000,2594437000
2010-09-16,196.00,197.00,191.00,192.00,14152000,2748192000
2010-09-15,191.00,195.00,188.00,194.00,20892000,4028799000
2010-09-14,190.00,192.00,189.00,190.00,9692000,1842119000
2010-09-13,191.00,193.00,189.00,189.00,8907000,1696891000
2010-09-10,189.00,191.00,188.00,189.00,22397000,4239974000
2010-09-09,183.00,186.00,182.00,186.00,13097000,2414551000
2010-09-08,183.00,184.00,179.00,180.00,8309000,1503156000
2010-09-07,184.00,187.00,184.00,186.00,16850000,3129280000
2010-09-06,181.00,183.00,180.00,183.00,10228000,1852282000
2010-09-03,178.00,181.00,177.00,179.00,12464000,2228926000
2010-09-02,182.00,183.00,175.00,176.00,18317000,3248568000
2010-09-01,176.00,180.00,174.00,179.00,15786000,2805425000
2010-08-31,176.00,178.00,173.00,174.00,8268000,1451221000
2010-08-30,180.00,183.00,179.00,180.00,10658000,1925823000
2010-08-27,174.00,179.00,173.00,178.00,19450000,3410976000
2010-08-26,182.00,182.00,177.00,179.00,9639000,1728891000
2010-08-25,179.00,180.00,177.00,178.00,11268000,2006186000
2010-08-24,181.00,182.00,179.00,181.00,10162000,1836009000
2010-08-23,186.00,187.00,182.00,184.00,11333000,2085580000
2010-08-20,185.00,187.00,184.00,186.00,10873000,2020931000
2010-08-19,188.00,190.00,186.00,188.00,12987000,2441157000
2010-08-18,185.00,188.00,183.00,188.00,12423000,2311726000
2010-08-17,180.00,183.00,178.00,182.00,8004000,1447947000
2010-08-16,178.00,183.00,177.00,182.00,11955000,2159673000
2010-08-13,180.00,181.00,177.00,179.00,8450000,1511963000
2010-08-12,179.00,181.00,177.00,180.00,9865000,1768342000
2010-08-11,185.00,186.00,182.00,183.00,7587000,1391853000
2010-08-10,189.00,190.00,185.00,186.00,13072000,2449666000
2010-08-09,185.00,189.00,185.00,189.00,8995000,1680843000
2010-08-06,184.00,188.00,184.00,187.00,10121000,1887899000
2010-08-05,183.00,186.00,183.00,185.00,9602000,1771749000
2010-08-04,183.00,184.00,180.00,181.00,7796000,1414822000
2010-08-03,185.00,186.00,182.00,184.00,13784000,2537359000
2010-08-02,181.00,183.00,180.00,181.00,20510000,3724305000
2010-07-30,191.00,191.00,181.00,181.00,24530000,4536841000
2010-07-29,185.00,195.00,184.00,195.00,21281000,4045849000
2010-07-28,184.00,188.00,183.00,188.00,11291000,2098677000
2010-07-27,184.00,185.00,181.00,181.00,13149000,2403631000
2010-07-26,184.00,190.00,183.00,186.00,12940000,2412510000
2010-07-23,180.00,183.00,178.00,182.00,12668000,2286291000
2010-07-22,177.00,179.00,176.00,178.00,6465000,1146698000
2010-07-21,180.00,182.00,177.00,178.00,8524000,1528423000
2010-07-20,177.00,178.00,176.00,178.00,7661000,1357142000
2010-07-16,180.00,183.00,179.00,181.00,7933000,1437821000
2010-07-15,184.00,184.00,181.00,182.00,6403000,1168119000
2010-07-14,185.00,186.00,183.00,184.00,8269000,1523598000
2010-07-13,182.00,185.00,179.00,181.00,9885000,1791869000
2010-07-12,177.00,183.00,176.00,182.00,10571000,1917564000
2010-07-09,180.00,180.00,177.00,177.00,6670000,1189812000
2010-07-08,178.00,180.00,178.00,179.00,11721000,2097479000
2010-07-07,173.00,177.00,172.00,173.00,11729000,2041768000
2010-07-06,169.00,175.00,167.00,175.00,13059000,2235317000
2010-07-05,171.00,173.00,169.00,170.00,8714000,1489866000
2010-07-02,168.00,172.00,166.00,169.00,10366000,1749178000
2010-07-01,169.00,170.00,166.00,167.00,10500000,1756662000
2010-06-30,168.00,171.00,167.00,171.00,8855000,1500847000
2010-06-29,175.00,177.00,171.00,172.00,9376000,1628121000
2010-06-28,179.00,179.00,174.00,175.00,6114000,1071658000
2010-06-25,177.00,178.00,176.00,177.00,8114000,1437044000
2010-06-24,181.00,182.00,180.00,180.00,7296000,1319954000
2010-06-23,181.00,183.00,179.00,180.00,9621000,1740272000
2010-06-22,186.00,188.00,183.00,184.00,14798000,2741927000
2010-06-21,182.00,187.00,181.00,187.00,15201000,2806104000
2010-06-18,184.00,184.00,179.00,181.00,11318000,2049130000
2010-06-17,186.00,187.00,183.00,185.00,11682000,2159853000
2010-06-16,186.00,188.00,184.00,186.00,18814000,3502996000
2010-06-15,184.00,185.00,183.00,184.00,6657000,1224966000
2010-06-14,185.00,186.00,184.00,186.00,7782000,1442748000
2010-06-11,184.00,185.00,182.00,183.00,13836000,2542478000
2010-06-10,179.00,183.00,176.00,181.00,16285000,2914531000
2010-06-09,178.00,181.00,177.00,177.00,10188000,1814432000
2010-06-08,180.00,182.00,179.00,179.00,8904000,1602108000
2010-06-07,185.00,185.00,179.00,181.00,14567000,2641275000
2010-06-04,191.00,192.00,188.00,190.00,13931000,2643534000
2010-06-03,193.00,195.00,192.00,193.00,13309000,2570778000
2010-06-02,188.00,189.00,185.00,188.00,17108000,3199549000
2010-06-01,190.00,191.00,186.00,191.00,11593000,2196611000
2010-05-31,184.00,194.00,184.00,191.00,17732000,3379790000
2010-05-28,190.00,192.00,185.00,185.00,13413000,2522887000
2010-05-27,178.00,186.00,176.00,186.00,18262000,3331076000
2010-05-26,184.00,185.00,179.00,180.00,22273000,4047484000
2010-05-25,187.00,188.00,177.00,179.00,19602000,3551663000
2010-05-24,186.00,188.00,181.00,187.00,18390000,3410273000
2010-05-21,180.00,186.00,180.00,185.00,24412000,4465975000
2010-05-20,194.00,194.00,187.00,187.00,14752000,2790348000
2010-05-19,185.00,194.00,184.00,194.00,25487000,4840341000
2010-05-18,196.00,197.00,189.00,190.00,22269000,4267491000
2010-05-17,200.00,202.00,195.00,197.00,18359000,3642255000
2010-05-14,203.00,206.00,201.00,203.00,24138000,4898015000
2010-05-13,204.00,208.00,203.00,207.00,20275000,4166608000
2010-05-12,212.00,213.00,199.00,201.00,25940000,5305176000
2010-05-11,209.00,214.00,207.00,208.00,23528000,4952944000
2010-05-10,200.00,208.00,199.00,205.00,22168000,4543640000
2010-05-07,197.00,204.00,195.00,201.00,27320000,5458161000
2010-05-06,207.00,208.00,204.00,205.00,16932000,3482721000
2010-04-30,215.00,215.00,211.00,212.00,10799000,2294093000
2010-04-28,210.00,215.00,209.00,211.00,25707000,5432708000
2010-04-27,214.00,216.00,212.00,215.00,11965000,2564955000
2010-04-26,213.00,217.00,213.00,216.00,13637000,2937491000
2010-04-23,213.00,214.00,208.00,212.00,19411000,4093413000
2010-04-22,217.00,217.00,212.00,214.00,22912000,4898378000
2010-04-21,221.00,223.00,218.00,220.00,23322000,5134344000
2010-04-20,220.00,222.00,217.00,218.00,16095000,3536495000
2010-04-19,215.00,221.00,213.00,218.00,26722000,5838933000
2010-04-16,220.00,221.00,216.00,217.00,23657000,5174176000
2010-04-15,215.00,223.00,213.00,223.00,43796000,9596909000
2010-04-14,211.00,213.00,207.00,209.00,20922000,4380770000
2010-04-13,215.00,218.00,211.00,212.00,29600000,6344780000
2010-04-12,214.00,214.00,212.00,212.00,8122000,1728888000
2010-04-09,211.00,214.00,210.00,213.00,15941000,3386561000
2010-04-08,211.00,213.00,208.00,210.00,13212000,2783302000
2010-04-07,218.00,219.00,211.00,213.00,24155000,5160425000
2010-04-06,223.00,224.00,214.00,216.00,31488000,6868422000
2010-04-05,212.00,220.00,210.00,218.00,35550000,7676760000
2010-04-02,203.00,207.00,202.00,205.00,17236000,3528888000
2010-04-01,202.00,202.00,196.00,201.00,17708000,3529025000
2010-03-31,203.00,204.00,200.00,201.00,10285000,2075651000
2010-03-30,201.00,204.00,200.00,201.00,24216000,4885605000
2010-03-29,194.00,198.00,193.00,196.00,14013000,2751424000
2010-03-26,191.00,195.00,190.00,194.00,9582000,1848169000
2010-03-25,190.00,191.00,189.00,190.00,5015000,952267000
2010-03-24,190.00,192.00,188.00,190.00,7584000,1439564000
2010-03-23,189.00,190.00,188.00,189.00,8550000,1615622000
2010-03-19,188.00,190.00,187.00,188.00,12778000,2415692000
2010-03-18,186.00,189.00,184.00,187.00,13160000,2455611000
2010-03-17,183.00,188.00,183.00,187.00,17283000,3207516000
2010-03-16,181.00,183.00,180.00,182.00,5817000,1055839000
2010-03-15,183.00,184.00,181.00,182.00,5236000,953336000
2010-03-12,181.00,183.00,178.00,183.00,17273000,3131215000
2010-03-11,181.00,181.00,177.00,178.00,9615000,1721614000
2010-03-10,177.00,182.00,177.00,181.00,10985000,1981370000
2010-03-09,180.00,181.00,177.00,178.00,9027000,1612727000
2010-03-08,182.00,182.00,178.00,180.00,13793000,2485484000
2010-03-05,173.00,175.00,172.00,175.00,11868000,2070613000
2010-03-04,172.00,172.00,169.00,169.00,11656000,1988976000
2010-03-03,165.00,171.00,164.00,169.00,16612000,2802212000
2010-03-02,166.00,167.00,163.00,164.00,9644000,1592967000
2010-03-01,162.00,165.00,162.00,164.00,8316000,1363341000
2010-02-26,161.00,163.00,160.00,162.00,7958000,1284503000
2010-02-25,161.00,162.00,159.00,159.00,9078000,1456786000
2010-02-24,160.00,161.00,158.00,158.00,9916000,1580024000
2010-02-23,163.00,164.00,160.00,162.00,14971000,2416558000
2010-02-22,160.00,164.00,160.00,162.00,10076000,1631363000
2010-02-19,163.00,164.00,157.00,157.00,7985000,1273931000
2010-02-18,164.00,164.00,160.00,161.00,9079000,1467283000
2010-02-17,159.00,164.00,158.00,164.00,9278000,1499069000
2010-02-16,156.00,158.00,155.00,157.00,5134000,804494000
2010-02-15,158.00,159.00,156.00,157.00,4617000,725120000
2010-02-12,161.00,162.00,157.00,159.00,7360000,1169245000
2010-02-10,161.00,162.00,158.00,158.00,6259000,1000027000
2010-02-09,161.00,161.00,157.00,158.00,6119000,970819000
2010-02-08,161.00,163.00,160.00,160.00,8052000,1296107000
2010-02-05,160.00,162.00,159.00,160.00,7809000,1253018000
2010-02-04,170.00,171.00,163.00,164.00,10066000,1666942000
2010-02-03,169.00,173.00,167.00,171.00,17102000,2908294000
2010-02-02,161.00,166.00,161.00,166.00,9789000,1604538000
2010-02-01,163.00,164.00,158.00,159.00,10875000,1743736000
2010-01-29,164.00,165.00,161.00,162.00,11757000,1911766000
2010-01-28,172.00,172.00,165.00,166.00,19377000,3258189000
2010-01-27,175.00,176.00,170.00,170.00,8316000,1429120000
2010-01-26,177.00,179.00,175.00,175.00,9813000,1734014000
2010-01-25,172.00,176.00,171.00,176.00,10055000,1752127000
2010-01-22,171.00,173.00,170.00,173.00,10007000,1715983000
2010-01-21,172.00,176.00,169.00,176.00,11895000,2056952000
2010-01-20,182.00,183.00,175.00,176.00,7624000,1359967000
2010-01-19,181.00,183.00,179.00,179.00,5153000,929893000
2010-01-18,184.00,184.00,180.00,181.00,8045000,1465675000
2010-01-15,181.00,184.00,180.00,184.00,8486000,1544697000
2010-01-14,183.00,185.00,181.00,183.00,10128000,1846270000
2010-01-13,182.00,184.00,180.00,182.00,11098000,2020424000
2010-01-12,183.00,187.00,183.00,186.00,11253000,2088386000
2010-01-08,182.00,185.00,180.00,182.00,11048000,2012189000
2010-01-07,179.00,182.00,177.00,179.00,14026000,2523978000
2010-01-06,175.00,177.00,173.00,177.00,8533000,1495618000
2010-01-05,172.00,176.00,171.00,171.00,10526000,1828298000
2010-01-04,171.00,172.00,169.00,171.00,4134000,705504000
