日付,始値,高値,安値,終値,出来高,売買代金
2016-10-13,874.00,876.00,839.00,842.00,5543900,4713036600
2016-10-12,876.00,888.00,870.00,871.00,4509900,3944617700
2016-10-11,908.00,915.00,898.00,901.00,3370700,3053031800
2016-10-07,921.00,924.00,910.00,914.00,2384900,2185950700
2016-10-06,935.00,939.00,918.00,920.00,2975700,2760503900
2016-10-05,927.00,932.00,920.00,926.00,2428900,2251423000
2016-10-04,919.00,932.00,914.00,923.00,3012400,2781441400
2016-10-03,913.00,930.00,908.00,910.00,2791500,2557502600
2016-09-30,913.00,917.00,904.00,907.00,2972200,2698213400
2016-09-29,904.00,940.00,903.00,928.00,5121000,4749354300
2016-09-28,923.00,932.00,902.00,904.00,2681700,2442423200
2016-09-27,90.00,92.00,89.00,92.00,30218000,2738184000
2016-09-26,92.00,92.00,91.00,92.00,23831000,2191385000
2016-09-23,91.00,93.00,90.00,93.00,33663000,3089315000
2016-09-21,90.00,92.00,89.00,92.00,42069000,3795809000
2016-09-20,90.00,92.00,90.00,90.00,26159000,2364016000
2016-09-16,91.00,92.00,90.00,91.00,37570000,3418254000
2016-09-15,92.00,93.00,91.00,91.00,31535000,2899194000
2016-09-14,93.00,94.00,92.00,93.00,25283000,2357857000
2016-09-13,95.00,96.00,93.00,95.00,27668000,2618802000
2016-09-12,94.00,95.00,92.00,93.00,28926000,2698845000
2016-09-09,94.00,96.00,93.00,96.00,39086000,3704832000
2016-09-08,95.00,95.00,93.00,93.00,25665000,2411958000
2016-09-07,97.00,97.00,94.00,95.00,42298000,4050342000
2016-09-06,98.00,99.00,97.00,97.00,28026000,2746371000
2016-09-05,98.00,99.00,97.00,99.00,43349000,4245606000
2016-09-02,97.00,97.00,94.00,96.00,31876000,3055124000
2016-09-01,96.00,98.00,95.00,97.00,38021000,3678765000
2016-08-31,93.00,96.00,92.00,96.00,39784000,3750599000
2016-08-30,93.00,93.00,92.00,93.00,16040000,1485077000
2016-08-29,92.00,93.00,91.00,93.00,21741000,2007594000
2016-08-26,91.00,92.00,90.00,90.00,34742000,3161578000
2016-08-25,90.00,90.00,89.00,90.00,18751000,1684521000
2016-08-24,90.00,90.00,88.00,88.00,15706000,1396738000
2016-08-23,91.00,91.00,89.00,90.00,22483000,2020305000
2016-08-22,93.00,93.00,90.00,91.00,25877000,2383782000
2016-08-19,90.00,93.00,89.00,93.00,39034000,3568503000
2016-08-18,87.00,90.00,87.00,89.00,32096000,2850136000
2016-08-17,86.00,89.00,86.00,89.00,23315000,2042398000
2016-08-16,88.00,89.00,87.00,88.00,19647000,1729547000
2016-08-15,88.00,90.00,87.00,89.00,23329000,2055511000
2016-08-12,91.00,91.00,89.00,89.00,24111000,2170605000
2016-08-10,90.00,91.00,89.00,90.00,25701000,2311373000
2016-08-09,89.00,91.00,87.00,91.00,51765000,4629501000
2016-08-08,89.00,89.00,86.00,89.00,49939000,4377801000
2016-08-05,85.00,88.00,84.00,87.00,51664000,4453971000
2016-08-04,83.00,86.00,82.00,84.00,63190000,5281803000
2016-08-03,83.00,85.00,82.00,82.00,41186000,3427039000
2016-08-02,86.00,87.00,85.00,85.00,21041000,1805243000
2016-08-01,88.00,88.00,87.00,87.00,32359000,2836398000
2016-07-29,88.00,91.00,88.00,90.00,58806000,5247305000
2016-07-28,90.00,90.00,89.00,90.00,25118000,2242830000
2016-07-27,89.00,91.00,88.00,90.00,40095000,3586584000
2016-07-26,91.00,92.00,88.00,88.00,44111000,3949233000
2016-07-25,93.00,94.00,91.00,92.00,26890000,2487709000
2016-07-22,91.00,94.00,91.00,92.00,26099000,2408173000
2016-07-21,94.00,95.00,92.00,93.00,29941000,2798025000
2016-07-20,93.00,94.00,90.00,92.00,37098000,3406493000
2016-07-19,94.00,96.00,93.00,94.00,34559000,3261756000
2016-07-15,94.00,95.00,92.00,94.00,53117000,4969614000
2016-07-14,93.00,93.00,90.00,92.00,43627000,3999625000
2016-07-13,94.00,96.00,92.00,92.00,53293000,4979332000
2016-07-12,89.00,91.00,88.00,91.00,49934000,4483741000
2016-07-11,84.00,86.00,84.00,86.00,29059000,2478467000
2016-07-08,82.00,84.00,82.00,82.00,30561000,2528228000
2016-07-07,83.00,84.00,81.00,82.00,36511000,3015677000
2016-07-06,83.00,84.00,82.00,83.00,36490000,3024191000
2016-07-05,84.00,86.00,83.00,85.00,41417000,3512517000
2016-07-04,83.00,85.00,83.00,84.00,22563000,1896464000
2016-07-01,84.00,85.00,82.00,83.00,34766000,2895569000
2016-06-30,85.00,86.00,82.00,83.00,41773000,3506914000
2016-06-29,84.00,85.00,82.00,83.00,61227000,5116707000
2016-06-28,81.00,83.00,79.00,82.00,49992000,4059228000
2016-06-27,84.00,85.00,82.00,83.00,18956000,1575517000
2016-06-24,91.00,92.00,81.00,84.00,102452000,8901713000
2016-06-23,86.00,90.00,85.00,90.00,46323000,4084548000
2016-06-22,90.00,91.00,87.00,87.00,45549000,4023848000
2016-06-21,90.00,92.00,88.00,90.00,51834000,4679340000
2016-06-20,89.00,93.00,88.00,92.00,53835000,4864993000
2016-06-17,86.00,88.00,85.00,87.00,60199000,5208601000
2016-06-16,88.00,88.00,84.00,85.00,64781000,5558170000
2016-06-15,86.00,89.00,85.00,87.00,64121000,5601519000
2016-06-14,87.00,89.00,86.00,88.00,55829000,4869719000
2016-06-13,90.00,91.00,87.00,87.00,58474000,5202301000
2016-06-10,94.00,94.00,91.00,93.00,64009000,5907658000
2016-06-09,96.00,97.00,95.00,96.00,26531000,2544660000
2016-06-08,97.00,99.00,95.00,96.00,53977000,5196041000
2016-06-07,98.00,99.00,97.00,98.00,19340000,1892779000
2016-06-06,93.00,98.00,92.00,98.00,50619000,4840755000
2016-06-03,96.00,98.00,95.00,96.00,31356000,3014717000
2016-06-02,99.00,100.00,96.00,97.00,61818000,6033879000
2016-06-01,99.00,101.00,98.00,99.00,51629000,5153634000
2016-05-31,99.00,101.00,97.00,100.00,46252000,4607303000
2016-05-30,98.00,99.00,96.00,98.00,21297000,2078544000
2016-05-27,95.00,98.00,94.00,97.00,42193000,4050798000
2016-05-26,99.00,99.00,95.00,95.00,94478000,9113799000
2016-05-25,100.00,100.00,98.00,99.00,22127000,2196068000
2016-05-24,101.00,102.00,98.00,98.00,81724000,8131336000
2016-05-23,103.00,103.00,101.00,102.00,24535000,2503839000
2016-05-20,101.00,104.00,100.00,103.00,51594000,5250321000
2016-05-19,105.00,106.00,100.00,101.00,84436000,8700900000
2016-05-18,104.00,106.00,102.00,103.00,56573000,5875162000
2016-05-17,104.00,104.00,102.00,104.00,32872000,3392465000
2016-05-16,101.00,103.00,100.00,101.00,30373000,3077433000
2016-05-13,103.00,104.00,100.00,100.00,51855000,5282608000
2016-05-12,100.00,104.00,100.00,103.00,57177000,5847350000
2016-05-11,104.00,105.00,101.00,102.00,46089000,4729413000
2016-05-10,99.00,103.00,97.00,102.00,67234000,6723704000
2016-05-09,103.00,104.00,100.00,100.00,40692000,4126823000
2016-05-06,103.00,104.00,99.00,100.00,52920000,5347999000
2016-05-02,104.00,106.00,100.00,103.00,57167000,5902518000
2016-04-28,118.00,120.00,107.00,108.00,126474000,14375073000
2016-04-27,118.00,119.00,115.00,118.00,40660000,4761596000
2016-04-26,120.00,120.00,116.00,118.00,82316000,9711629000
2016-04-25,124.00,125.00,121.00,121.00,72403000,8906571000
2016-04-22,116.00,123.00,115.00,123.00,72609000,8647766000
2016-04-21,120.00,122.00,116.00,118.00,87666000,10408495000
2016-04-20,116.00,120.00,113.00,116.00,77469000,9005256000
2016-04-19,116.00,117.00,112.00,114.00,76123000,8712593000
2016-04-18,111.00,114.00,110.00,113.00,61948000,6910676000
2016-04-15,116.00,119.00,114.00,116.00,58993000,6878905000
2016-04-14,112.00,120.00,111.00,118.00,106784000,12404387000
2016-04-13,107.00,109.00,105.00,109.00,58715000,6304198000
2016-04-12,100.00,105.00,100.00,105.00,60353000,6245028000
2016-04-11,99.00,100.00,97.00,100.00,48824000,4823179000
2016-04-08,93.00,101.00,92.00,100.00,69927000,6759475000
2016-04-07,94.00,98.00,92.00,96.00,80671000,7735613000
2016-04-06,91.00,94.00,90.00,93.00,63903000,5883697000
2016-04-05,93.00,93.00,90.00,91.00,51964000,4733626000
2016-04-04,94.00,98.00,93.00,95.00,51737000,4895891000
2016-04-01,99.00,100.00,94.00,95.00,53009000,5124569000
2016-03-31,103.00,103.00,99.00,99.00,39796000,4022771000
2016-03-30,105.00,106.00,100.00,102.00,42398000,4361409000
2016-03-29,104.00,107.00,103.00,106.00,41422000,4344314000
2016-03-28,104.00,106.00,102.00,105.00,28281000,2943522000
2016-03-25,101.00,105.00,99.00,104.00,50140000,5134533000
2016-03-24,103.00,103.00,99.00,100.00,63188000,6384565000
2016-03-23,106.00,108.00,103.00,103.00,38153000,3986457000
2016-03-22,109.00,109.00,104.00,106.00,53811000,5719376000
2016-03-18,104.00,108.00,104.00,107.00,41457000,4386273000
2016-03-17,105.00,108.00,102.00,104.00,63435000,6676632000
2016-03-16,104.00,106.00,103.00,103.00,32255000,3360816000
2016-03-15,106.00,111.00,105.00,106.00,70743000,7622111000
2016-03-14,104.00,106.00,103.00,105.00,39235000,4098363000
2016-03-11,99.00,103.00,98.00,102.00,53257000,5386599000
2016-03-10,103.00,103.00,98.00,100.00,42083000,4204449000
2016-03-09,100.00,102.00,96.00,100.00,72289000,7200153000
2016-03-08,106.00,109.00,100.00,104.00,84251000,8774727000
2016-03-07,103.00,106.00,100.00,104.00,65401000,6765865000
2016-03-04,97.00,102.00,96.00,99.00,86190000,8535307000
2016-03-03,91.00,97.00,91.00,96.00,66901000,6376577000
2016-03-02,89.00,91.00,88.00,91.00,47571000,4264952000
2016-03-01,88.00,89.00,86.00,88.00,40628000,3562839000
2016-02-29,89.00,91.00,87.00,87.00,41510000,3688624000
2016-02-26,90.00,91.00,88.00,88.00,24514000,2191123000
2016-02-25,87.00,88.00,86.00,88.00,18583000,1623890000
2016-02-24,86.00,87.00,85.00,86.00,30826000,2646213000
2016-02-23,88.00,89.00,86.00,87.00,62831000,5495056000
2016-02-22,88.00,89.00,86.00,86.00,58302000,5096123000
2016-02-19,88.00,91.00,87.00,88.00,41442000,3681371000
2016-02-18,90.00,94.00,89.00,90.00,68003000,6180539000
2016-02-17,88.00,92.00,84.00,86.00,65268000,5729337000
2016-02-16,85.00,92.00,83.00,88.00,80619000,7129035000
2016-02-15,86.00,86.00,81.00,85.00,74764000,6260759000
2016-02-12,80.00,83.00,78.00,79.00,90751000,7271271000
2016-02-10,88.00,89.00,81.00,85.00,105082000,8893691000
2016-02-09,91.00,92.00,87.00,87.00,54832000,4901713000
2016-02-08,91.00,95.00,91.00,95.00,70305000,6514507000
2016-02-05,94.00,97.00,92.00,93.00,74863000,7055738000
2016-02-04,95.00,98.00,94.00,96.00,43455000,4171479000
2016-02-03,102.00,102.00,95.00,96.00,74572000,7289996000
2016-02-02,119.00,120.00,112.00,113.00,46748000,5384222000
2016-02-01,118.00,121.00,117.00,121.00,54771000,6514018000
2016-01-29,111.00,115.00,110.00,115.00,65762000,7385743000
2016-01-28,111.00,114.00,110.00,110.00,35490000,3960919000
2016-01-27,112.00,114.00,111.00,114.00,56383000,6357414000
2016-01-26,113.00,114.00,109.00,109.00,51456000,5752655000
2016-01-25,114.00,119.00,112.00,116.00,58408000,6755023000
2016-01-22,110.00,112.00,109.00,112.00,68794000,7612424000
2016-01-21,110.00,113.00,106.00,106.00,66413000,7320260000
2016-01-20,115.00,115.00,109.00,110.00,55498000,6187272000
2016-01-19,113.00,116.00,111.00,116.00,41261000,4725547000
2016-01-18,112.00,114.00,109.00,113.00,52374000,5849229000
2016-01-15,120.00,121.00,116.00,117.00,40783000,4846055000
2016-01-14,118.00,118.00,115.00,118.00,54442000,6346610000
2016-01-13,121.00,123.00,118.00,122.00,35209000,4259748000
2016-01-12,121.00,121.00,114.00,117.00,59671000,7028847000
2016-01-08,123.00,125.00,121.00,123.00,82841000,10177501000
2016-01-07,128.00,130.00,124.00,125.00,41201000,5212938000
2016-01-06,133.00,134.00,128.00,130.00,33937000,4404621000
2016-01-05,130.00,134.00,129.00,131.00,39357000,5171663000
2016-01-04,134.00,137.00,131.00,131.00,32729000,4364997000
